Strike,Latest,Theor.,IV,Delta,Gamma,Theta,Vega,Rho,Volume,"Open Int",Vol/OI,"ITM Prob",Type,"Last Trade"
"6,030.00",140.30,124.90,26.17%,-0.2381,0.0004,-1.3114,9.9366,-3.5810,89,297,0.30,27.81%,Put,03/20/26
"6,040.00",143.70,126.65,26.07%,-0.2415,0.0004,-1.3147,10.0114,-3.6243,2,252,0.01,28.17%,Put,03/20/26
"6,050.00",142.20,128.55,25.98%,-0.2449,0.0004,-1.3186,10.0880,-3.6740,"1,010","7,668",0.13,28.53%,Put,03/20/26
"6,060.00",110.70,130.35,25.87%,-0.2483,0.0004,-1.3214,10.1624,-3.7230,0,272,0.00,28.89%,Put,03/19/26
"6,070.00",148.50,132.20,25.77%,-0.2517,0.0004,-1.3242,10.2370,-3.7728,8,266,0.03,29.26%,Put,03/20/26
"6,075.00",143.89,133.10,25.71%,-0.2534,0.0004,-1.3254,10.2737,-3.7975,11,"6,091",0.00,29.45%,Put,03/20/26
"6,080.00",153.70,134.10,25.67%,-0.2552,0.0004,-1.3271,10.3117,-3.8234,20,373,0.05,29.64%,Put,03/20/26
"6,090.00",152.50,136.00,25.56%,-0.2588,0.0004,-1.3301,10.3854,-3.8618,14,473,0.03,30.01%,Put,03/20/26
"6,100.00",154.65,137.80,25.45%,-0.2623,0.0004,-1.3316,10.4575,-3.9118,"1,972","17,806",0.11,30.38%,Put,03/20/26
"6,110.00",156.70,139.90,25.36%,-0.2662,0.0004,-1.3357,10.5307,-3.9361,77,346,0.22,30.78%,Put,03/20/26
"6,120.00",146.68,141.85,25.25%,-0.2698,0.0004,-1.3375,10.6033,-3.9880,71,711,0.10,31.17%,Put,03/20/26
"6,125.00",161.20,142.85,25.20%,-0.2717,0.0004,-1.3384,10.6397,-4.0144,168,"1,888",0.09,31.36%,Put,03/20/26
"6,130.00",161.10,143.85,25.15%,-0.2735,0.0004,-1.3393,10.6758,-4.0408,4,89,0.04,31.56%,Put,03/20/26
"6,140.00",166.80,145.90,25.04%,-0.2773,0.0004,-1.3410,10.7481,-4.0872,20,449,0.04,31.96%,Put,03/20/26
"6,150.00",160.06,147.70,24.91%,-0.2811,0.0004,-1.3416,10.8159,-4.1209,863,"7,811",0.11,32.35%,Put,03/20/26
"6,160.00",167.70,150.05,24.83%,-0.2852,0.0004,-1.3445,10.8899,-4.1776,247,559,0.44,32.77%,Put,03/20/26
"6,170.00",174.40,152.20,24.73%,-0.2891,0.0004,-1.3458,10.9608,-4.2328,8,378,0.02,33.18%,Put,03/20/26
"6,175.00",163.70,153.25,24.67%,-0.2910,0.0004,-1.3461,10.9957,-4.2495,107,"3,827",0.03,33.39%,Put,03/20/26
"6,180.00",170.00,154.25,24.61%,-0.2931,0.0004,-1.3468,11.0282,-4.2613,4,"1,433",0.00,33.59%,Put,03/20/26
"6,185.00",0.00,155.30,24.56%,-0.2951,0.0004,-1.3469,11.0627,-4.2889,0,0,0.00,33.80%,Put,N/A
"6,190.00",172.60,156.55,24.52%,-0.2972,0.0004,-1.3483,11.0988,-4.3182,71,656,0.11,34.02%,Put,03/20/26
"6,195.00",0.00,157.50,24.45%,-0.2992,0.0004,-1.3475,11.1319,-4.3451,0,0,0.00,34.23%,Put,N/A
"6,200.00",178.03,158.75,24.41%,-0.3013,0.0004,-1.3486,11.1675,-4.3746,"2,053","22,515",0.09,34.45%,Put,03/20/26
"6,205.00",0.00,159.80,24.35%,-0.3033,0.0005,-1.3483,11.2010,-4.4025,0,0,0.00,34.66%,Put,N/A
"6,210.00",179.90,160.90,24.30%,-0.3054,0.0005,-1.3482,11.2348,-4.4310,21,295,0.07,34.87%,Put,03/20/26
"6,215.00",0.00,162.10,24.25%,-0.3075,0.0005,-1.3487,11.2692,-4.4603,0,0,0.00,35.09%,Put,N/A
"6,220.00",183.80,163.20,24.19%,-0.3095,0.0005,-1.3484,11.3025,-4.4890,13,969,0.01,35.31%,Put,03/20/26
"6,225.00",175.13,164.45,24.15%,-0.3117,0.0005,-1.3490,11.3367,-4.5168,33,"3,918",0.01,35.54%,Put,03/20/26
"6,230.00",182.30,165.65,24.10%,-0.3139,0.0005,-1.3496,11.3695,-4.5346,5,834,0.01,35.76%,Put,03/20/26
"6,235.00",0.00,166.75,24.04%,-0.3160,0.0005,-1.3490,11.4020,-4.5632,0,0,0.00,35.98%,Put,N/A
"6,240.00",166.94,166.94,23.90%,-0.3177,0.0005,-1.3426,11.4277,-4.5836,3,415,0.01,36.15%,Put,03/20/26
"6,245.00",0.00,169.00,23.92%,-0.3203,0.0005,-1.3478,11.4666,-4.6201,0,0,0.00,36.42%,Put,N/A
"6,250.00",183.10,170.35,23.88%,-0.3226,0.0005,-1.3484,11.5001,-4.6512,"2,289","10,217",0.22,36.65%,Put,03/20/26
"6,255.00",0.00,171.45,23.82%,-0.3247,0.0005,-1.3473,11.5316,-4.6804,0,0,0.00,36.88%,Put,N/A
"6,260.00",171.66,171.66,23.68%,-0.3265,0.0005,-1.3407,11.5572,-4.7032,5,731,0.01,37.06%,Put,03/20/26
"6,265.00",156.50,173.90,23.71%,-0.3291,0.0005,-1.3464,11.5955,-4.7411,3,0,0.00,37.33%,Put,03/20/26
"6,270.00",195.10,175.20,23.66%,-0.3314,0.0005,-1.3463,11.6274,-4.7722,2,260,0.01,37.57%,Put,03/20/26
"6,275.00",191.57,176.30,23.60%,-0.3336,0.0005,-1.3448,11.6578,-4.8019,52,"3,733",0.01,37.79%,Put,03/20/26
"6,280.00",172.89,177.65,23.55%,-0.3359,0.0005,-1.3447,11.6894,-4.8335,12,365,0.03,38.03%,Put,03/20/26
"6,285.00",0.00,178.70,23.48%,-0.3381,0.0005,-1.3427,11.7190,-4.8631,0,0,0.00,38.26%,Put,N/A
"6,290.00",200.80,180.05,23.43%,-0.3404,0.0005,-1.3423,11.7500,-4.8949,1,731,0.00,38.50%,Put,03/20/26
"6,295.00",0.00,181.30,23.38%,-0.3427,0.0005,-1.3413,11.7800,-4.9261,0,0,0.00,38.74%,Put,N/A
"6,300.00",191.17,182.70,23.33%,-0.3450,0.0005,-1.3410,11.8106,-4.9585,523,"32,228",0.02,38.98%,Put,03/20/26
"6,305.00",184.50,184.50,23.32%,-0.3476,0.0005,-1.3430,11.8426,-4.9935,2,0,0.00,39.24%,Put,03/20/26
"6,310.00",202.10,185.20,23.22%,-0.3499,0.0005,-1.3392,11.8666,-4.9928,4,"1,146",0.00,39.46%,Put,03/20/26
"6,315.00",0.00,186.50,23.16%,-0.3523,0.0005,-1.3379,11.8955,-5.0246,0,0,0.00,39.70%,Put,N/A
"6,320.00",206.30,187.80,23.11%,-0.3547,0.0005,-1.3370,11.9231,-5.0431,9,929,0.01,39.94%,Put,03/20/26
"6,325.00",212.30,189.20,23.06%,-0.3572,0.0005,-1.3361,11.9518,-5.0756,4,"5,894",0.00,40.19%,Put,03/20/26
"6,330.00",209.00,190.55,23.00%,-0.3596,0.0005,-1.3348,11.9799,-5.1079,7,874,0.01,40.44%,Put,03/20/26
"6,335.00",0.00,191.80,22.94%,-0.3619,0.0005,-1.3327,12.0073,-5.1398,0,0,0.00,40.68%,Put,N/A
"6,340.00",210.70,193.25,22.89%,-0.3644,0.0005,-1.3317,12.0351,-5.1729,27,555,0.05,40.93%,Put,03/20/26
"6,345.00",186.80,194.40,22.82%,-0.3668,0.0005,-1.3289,12.0614,-5.2045,14,0,0.00,41.18%,Put,03/20/26
"6,350.00",204.40,195.85,22.77%,-0.3693,0.0005,-1.3276,12.0884,-5.2378,190,"10,163",0.02,41.43%,Put,03/20/26
"6,355.00",198.00,198.00,22.78%,-0.3720,0.0005,-1.3303,12.1172,-5.2751,2,0,0.00,41.71%,Put,03/20/26
"6,360.00",199.40,199.40,22.73%,-0.3745,0.0005,-1.3285,12.1431,-5.3083,3,473,0.01,41.96%,Put,03/20/26
"6,365.00",170.90,199.90,22.60%,-0.3767,0.0005,-1.3213,12.1661,-5.3370,0,45,0.00,42.19%,Put,03/19/26
"6,370.00",210.83,201.45,22.55%,-0.3793,0.0005,-1.3201,12.1917,-5.3713,31,255,0.12,42.45%,Put,03/20/26
"6,375.00",226.80,202.85,22.49%,-0.3818,0.0005,-1.3179,12.2165,-5.4050,53,"2,949",0.02,42.71%,Put,03/20/26
"6,380.00",205.10,204.35,22.44%,-0.3844,0.0005,-1.3161,12.2412,-5.4393,0,140,0.00,42.97%,Put,03/19/26
"6,385.00",206.50,206.50,22.45%,-0.3872,0.0006,-1.3179,12.2669,-5.4677,2,13,0.15,43.25%,Put,03/20/26
"6,390.00",213.94,207.10,22.32%,-0.3896,0.0005,-1.3111,12.2874,-5.4959,41,278,0.15,43.49%,Put,03/20/26
"6,395.00",238.40,208.55,22.26%,-0.3922,0.0005,-1.3086,12.3106,-5.5303,1,6,0.17,43.75%,Put,03/20/26
"6,400.00",232.53,210.10,22.21%,-0.3951,0.0005,-1.3077,12.3282,-5.5224,781,"19,925",0.04,44.02%,Put,03/20/26
"6,405.00",234.70,211.35,22.14%,-0.3977,0.0006,-1.3038,12.3501,-5.5559,5,15,0.33,44.28%,Put,03/20/26
"6,410.00",236.00,213.00,22.09%,-0.4006,0.0008,-1.3029,12.3682,-5.5588,15,190,0.08,44.55%,Put,03/20/26
"6,415.00",233.40,214.45,22.03%,-0.4033,0.0006,-1.2998,12.3896,-5.5932,1,1,1.00,44.82%,Put,03/20/26
"6,420.00",217.90,217.90,22.13%,-0.4064,0.0006,-1.3079,12.4133,-5.6355,1,205,0.00,45.13%,Put,03/20/26
"6,425.00",228.25,217.50,21.92%,-0.4087,0.0006,-1.2942,12.4310,-5.6629,334,"3,126",0.11,45.37%,Put,03/20/26
"6,430.00",238.20,219.00,21.86%,-0.4114,0.0006,-1.2910,12.4509,-5.6978,89,239,0.37,45.64%,Put,03/20/26
"6,435.00",239.80,220.35,21.79%,-0.4142,0.0006,-1.2869,12.4695,-5.7270,13,30,0.43,45.91%,Put,03/20/26
"6,440.00",245.53,222.05,21.74%,-0.4170,0.0006,-1.2845,12.4887,-5.7628,111,162,0.69,46.19%,Put,03/20/26
"6,445.00",247.60,223.65,21.69%,-0.4198,0.0006,-1.2815,12.5072,-5.7985,2,19,0.11,46.47%,Put,03/20/26
"6,450.00",244.70,225.15,21.62%,-0.4225,0.0006,-1.2777,12.5251,-5.8340,"2,687","7,198",0.37,46.75%,Put,03/20/26
"6,455.00",259.30,226.60,21.55%,-0.4253,0.0006,-1.2734,12.5424,-5.8694,5,11,0.45,47.03%,Put,03/20/26
"6,460.00",254.90,228.25,21.50%,-0.4281,0.0006,-1.2702,12.5593,-5.9056,3,153,0.02,47.31%,Put,03/20/26
"6,465.00",254.50,229.75,21.43%,-0.4310,0.0006,-1.2659,12.5756,-5.9416,3,18,0.17,47.59%,Put,03/20/26
"6,470.00",255.80,231.65,21.40%,-0.4338,0.0006,-1.2637,12.5915,-5.9787,14,366,0.04,47.88%,Put,03/20/26
"6,475.00",259.90,233.20,21.33%,-0.4367,0.0006,-1.2594,12.6066,-6.0151,128,"4,291",0.03,48.16%,Put,03/20/26
"6,480.00",236.90,234.75,21.27%,-0.4399,0.0006,-1.2558,12.6157,-6.0156,7,841,0.01,48.45%,Put,03/20/26
"6,485.00",254.76,236.30,21.20%,-0.4428,0.0006,-1.2512,12.6296,-6.0314,12,35,0.34,48.74%,Put,03/20/26
"6,490.00",240.20,237.95,21.14%,-0.4460,0.0006,-1.2481,12.6348,-6.0384,3,371,0.01,49.03%,Put,03/20/26
"6,495.00",262.75,239.70,21.09%,-0.4490,0.0006,-1.2443,12.6475,-6.0753,23,44,0.52,49.32%,Put,03/20/26
"6,500.00",252.57,241.35,21.02%,-0.4519,0.0006,-1.2397,12.6596,-6.1121,"3,674","31,844",0.12,49.62%,Put,03/20/26
"6,505.00",275.40,242.90,20.95%,-0.4549,0.0006,-1.2345,12.6710,-6.1488,1,40,0.03,49.91%,Put,03/20/26
"6,510.00",260.90,244.65,20.90%,-0.4579,0.0006,-1.2301,12.6818,-6.1861,6,167,0.04,50.21%,Put,03/20/26
"6,515.00",258.70,246.40,20.84%,-0.4613,0.0006,-1.2267,12.6832,-6.1727,3,20,0.15,50.51%,Put,03/20/26
"6,520.00",263.80,248.05,20.77%,-0.4644,0.0006,-1.2215,12.6926,-6.2098,5,90,0.06,50.81%,Put,03/20/26
"6,525.00",276.25,249.90,20.72%,-0.4677,0.0007,-1.2179,12.6953,-6.2141,121,"4,156",0.03,51.11%,Put,03/20/26
"6,530.00",280.00,251.55,20.65%,-0.4708,0.0006,-1.2123,12.7033,-6.2513,214,486,0.44,51.41%,Put,03/20/26
"6,535.00",269.00,253.30,20.59%,-0.4739,0.0006,-1.2071,12.7105,-6.2887,481,11,43.73,51.72%,Put,03/20/26
"6,540.00",272.00,255.05,20.52%,-0.4772,0.0006,-1.2027,12.7088,-6.2813,721,473,1.52,52.02%,Put,03/20/26
"6,545.00",278.00,256.85,20.46%,-0.4804,0.0006,-1.1974,12.7145,-6.3189,849,73,11.63,52.33%,Put,03/20/26
"6,550.00",265.44,258.65,20.40%,-0.4835,0.0006,-1.1920,12.7195,-6.3566,"1,671","5,028",0.33,52.64%,Put,03/20/26
"6,555.00",274.00,260.30,20.32%,-0.4867,0.0006,-1.1855,12.7237,-6.3944,"1,673",21,79.67,52.95%,Put,03/20/26
"6,560.00",274.00,262.25,20.27%,-0.4901,0.0006,-1.1810,12.7217,-6.4056,"1,343",167,8.04,53.26%,Put,03/20/26
"6,565.00",274.00,263.90,20.19%,-0.4934,0.0006,-1.1742,12.7243,-6.4436,532,50,10.64,53.58%,Put,03/20/26
"6,570.00",273.00,265.80,20.13%,-0.4966,0.0006,-1.1686,12.7261,-6.4818,"1,024",211,4.85,53.89%,Put,03/20/26
"6,575.00",274.92,267.65,20.07%,-0.4998,0.0006,-1.1625,12.7270,-6.5201,173,"2,645",0.07,54.21%,Put,03/20/26
"6,580.00",305.66,269.55,20.01%,-0.5031,0.0006,-1.1564,12.7271,-6.5558,517,287,1.80,54.53%,Put,03/20/26
"6,585.00",288.96,271.30,19.93%,-0.5071,0.0006,-1.1507,12.7107,-6.5234,342,415,0.82,54.85%,Put,03/20/26
"6,590.00",280.57,273.40,19.88%,-0.5104,0.0006,-1.1455,12.7089,-6.5616,"1,095",416,2.63,55.17%,Put,03/20/26
"6,595.00",294.32,275.05,19.80%,-0.5137,0.0006,-1.1375,12.7063,-6.6003,"3,801",17,223.59,55.50%,Put,03/20/26
"6,600.00",290.95,277.10,19.74%,-0.5171,0.0006,-1.1315,12.7027,-6.6388,"10,328","18,107",0.57,55.82%,Put,03/20/26
"6,605.00",277.80,277.80,19.58%,-0.5207,0.0007,-1.1177,12.6979,-6.6789,"1,836",41,44.78,56.18%,Put,03/20/26
"6,610.00",292.92,280.95,19.61%,-0.5238,0.0006,-1.1176,12.6928,-6.7165,"1,369",170,8.05,56.47%,Put,03/20/26
"6,615.00",265.00,282.90,19.54%,-0.5272,0.0007,-1.1105,12.6864,-6.7556,292,476,0.61,56.80%,Put,03/20/26
"6,620.00",314.05,284.85,19.48%,-0.5307,0.0007,-1.1032,12.6791,-6.7948,212,"1,050",0.20,57.14%,Put,03/20/26
"6,625.00",308.12,286.80,19.41%,-0.5348,0.0007,-1.0967,12.6547,-6.7676,517,"6,840",0.08,57.47%,Put,03/20/26
"6,630.00",310.90,288.80,19.34%,-0.5387,0.0007,-1.0903,12.6315,-6.7475,"1,519","5,634",0.27,57.81%,Put,03/20/26
"6,635.00",272.38,290.80,19.27%,-0.5422,0.0007,-1.0826,12.6209,-6.7864,778,"1,819",0.43,58.14%,Put,03/20/26
"6,640.00",324.55,292.80,19.20%,-0.5457,0.0007,-1.0747,12.6093,-6.8256,110,"2,568",0.04,58.48%,Put,03/20/26
"6,645.00",270.00,294.75,19.12%,-0.5493,0.0007,-1.0664,12.5964,-6.8650,19,"2,877",0.01,58.83%,Put,03/20/26
"6,650.00",313.50,296.85,19.06%,-0.5528,0.0007,-1.0586,12.5827,-6.9042,"1,018","21,505",0.05,59.17%,Put,03/20/26
"6,655.00",317.14,298.85,18.98%,-0.5572,0.0007,-1.0510,12.5493,-6.8748,2,475,0.00,59.51%,Put,03/20/26
"6,660.00",332.10,300.95,18.92%,-0.5608,0.0007,-1.0429,12.5332,-6.9140,325,948,0.34,59.86%,Put,03/20/26
"6,665.00",259.00,303.00,18.84%,-0.5644,0.0007,-1.0342,12.5157,-6.9534,0,"1,393",0.00,60.21%,Put,03/19/26
"6,670.00",265.00,305.10,18.77%,-0.5681,0.0007,-1.0256,12.4972,-6.9929,0,554,0.00,60.56%,Put,03/19/26
"6,675.00",325.79,307.10,18.69%,-0.5726,0.0007,-1.0169,12.4578,-6.9653,144,"7,465",0.02,60.91%,Put,03/20/26
"6,680.00",328.12,309.35,18.63%,-0.5762,0.0007,-1.0087,12.4370,-7.0042,2,"1,235",0.00,61.26%,Put,03/20/26
"6,685.00",283.70,311.50,18.56%,-0.5799,0.0007,-0.9997,12.4147,-7.0437,3,517,0.01,61.62%,Put,03/20/26
"6,690.00",267.33,313.65,18.48%,-0.5844,0.0007,-0.9910,12.3736,-7.0259,0,"1,578",0.00,61.97%,Put,03/19/26
"6,695.00",305.00,315.60,18.39%,-0.5889,0.0007,-0.9812,12.3279,-6.9957,5,201,0.02,62.34%,Put,03/20/26
"6,700.00",339.64,318.00,18.33%,-0.5929,0.0010,-0.9733,12.2913,-7.0000,698,"41,358",0.02,62.69%,Put,03/20/26
"6,705.00",292.81,320.00,18.24%,-0.5969,0.0007,-0.9623,12.2626,-7.0399,0,498,0.00,63.07%,Put,03/19/26
"6,710.00",271.60,322.40,18.18%,-0.6007,0.0007,-0.9537,12.2341,-7.0782,0,615,0.00,63.42%,Put,03/18/26
"6,715.00",339.90,324.80,18.12%,-0.6045,0.0007,-0.9447,12.2042,-7.1166,124,610,0.20,63.78%,Put,03/20/26
"6,720.00",260.00,326.95,18.03%,-0.6084,0.0007,-0.9340,12.1716,-7.1564,0,"1,263",0.00,64.16%,Put,03/18/26
"6,725.00",341.60,329.10,17.95%,-0.6124,0.0007,-0.9229,12.1374,-7.1963,13,"6,533",0.00,64.53%,Put,03/20/26
"6,730.00",272.53,331.30,17.86%,-0.6164,0.0007,-0.9120,12.1017,-7.2363,0,"1,446",0.00,64.91%,Put,03/19/26
"6,735.00",261.00,334.00,17.82%,-0.6209,0.0007,-0.9048,12.0412,-7.1909,0,"1,687",0.00,65.26%,Put,03/18/26
"6,740.00",283.39,335.90,17.71%,-0.6252,0.0007,-0.8913,12.0001,-7.2324,0,"2,463",0.00,65.66%,Put,03/19/26
"6,745.00",331.06,338.50,17.65%,-0.6291,0.0007,-0.8822,11.9621,-7.2702,86,"1,327",0.06,66.02%,Put,03/20/26
"6,750.00",362.33,340.75,17.56%,-0.6332,0.0007,-0.8705,11.9198,-7.3101,19,"22,035",0.00,66.41%,Put,03/20/26
"6,755.00",302.92,343.10,17.48%,-0.6387,0.0007,-0.8605,11.8270,-7.2003,0,"2,667",0.00,66.80%,Put,03/18/26
"6,760.00",326.44,345.60,17.41%,-0.6427,0.0007,-0.8499,11.7829,-7.2386,0,"2,795",0.00,67.17%,Put,03/19/26
"6,765.00",386.44,347.80,17.31%,-0.6470,0.0007,-0.8369,11.7342,-7.2788,5,"1,871",0.00,67.57%,Put,03/20/26
"6,770.00",258.00,350.50,17.25%,-0.6521,0.0007,-0.8277,11.6499,-7.2129,0,"2,827",0.00,67.94%,Put,03/18/26
"6,775.00",281.28,352.75,17.15%,-0.6564,0.0007,-0.8145,11.5974,-7.2527,0,"9,388",0.00,68.35%,Put,03/18/26
"6,780.00",262.90,355.25,17.07%,-0.6619,0.0007,-0.8031,11.5020,-7.1797,0,"2,163",0.00,68.74%,Put,03/18/26
"6,785.00",263.50,357.80,16.99%,-0.6675,0.0007,-0.7917,11.4022,-7.1034,0,"1,902",0.00,69.13%,Put,03/18/26
"6,790.00",362.00,362.00,17.06%,-0.6715,0.0007,-0.7916,11.3236,-7.0239,9,"1,256",0.01,69.37%,Put,03/20/26
"6,795.00",362.14,362.14,16.76%,-0.6791,0.0007,-0.7620,11.2025,-7.0054,1,"1,194",0.00,70.00%,Put,03/20/26
"6,800.00",406.75,365.20,16.72%,-0.6829,0.0007,-0.7529,11.1488,-7.0381,10,"32,878",0.00,70.35%,Put,03/20/26
"6,805.00",254.88,367.75,16.63%,-0.6873,0.0007,-0.7399,11.0856,-7.0748,0,409,0.00,70.76%,Put,03/17/26
"6,810.00",284.06,370.30,16.54%,-0.6917,0.0007,-0.7265,11.0199,-7.1116,0,145,0.00,71.17%,Put,03/12/26
"6,815.00",337.30,372.95,16.45%,-0.6961,0.0007,-0.7136,10.9534,-7.1477,0,68,0.00,71.58%,Put,03/13/26
"6,820.00",316.59,375.50,16.35%,-0.7012,0.0007,-0.7000,10.8589,-7.1218,0,191,0.00,72.00%,Put,03/18/26
"6,825.00",351.01,378.00,16.25%,-0.7058,0.0007,-0.6852,10.7841,-7.1593,36,"2,353",0.02,72.43%,Put,03/20/26
"6,830.00",362.10,380.75,16.17%,-0.7103,0.0007,-0.6721,10.7114,-7.1947,0,167,0.00,72.84%,Put,03/19/26
"6,835.00",334.60,383.45,16.07%,-0.7148,0.0007,-0.6582,10.6351,-7.2307,0,121,0.00,73.26%,Put,03/13/26
"6,840.00",375.27,386.05,15.97%,-0.7195,0.0007,-0.6431,10.5535,-7.2677,0,64,0.00,73.69%,Put,03/19/26
"6,845.00",259.70,388.75,15.87%,-0.7249,0.0007,-0.6288,10.4393,-7.2294,0,34,0.00,74.12%,Put,03/09/26
"6,850.00",406.66,391.50,15.78%,-0.7295,0.0007,-0.6143,10.3548,-7.2651,7,"20,179",0.00,74.55%,Put,03/20/26
"6,855.00",285.72,394.25,15.68%,-0.7366,0.0031,-0.5981,10.1497,-7.0834,0,39,0.00,74.98%,Put,03/06/26
"6,860.00",287.40,397.00,15.58%,-0.7464,0.0024,-0.5817,9.9094,-6.7374,0,269,0.00,75.42%,Put,03/17/26
"6,865.00",236.30,399.70,15.46%,-0.7579,0.0007,-0.5635,9.5276,-6.3115,0,111,0.00,75.89%,Put,03/10/26
"6,870.00",438.90,402.55,15.35%,-0.7629,0.0007,-0.5482,9.4182,-6.3106,2,238,0.01,76.35%,Put,03/20/26
"6,875.00",443.99,405.35,15.23%,-0.7678,0.0007,-0.5318,9.3153,-6.3426,22,"2,277",0.01,76.81%,Put,03/20/26
"6,880.00",277.50,408.20,15.11%,-0.7728,0.0007,-0.5153,9.2099,-6.3742,0,190,0.00,77.28%,Put,03/10/26
"6,885.00",243.30,410.65,14.94%,-0.7785,0.0007,-0.4948,9.0846,-6.4099,0,37,0.00,77.83%,Put,03/10/26
"6,890.00",356.93,413.85,14.86%,-0.7831,0.0007,-0.4807,8.9835,-6.4379,0,181,0.00,78.25%,Put,03/19/26
"6,895.00",246.80,416.70,14.73%,-0.7883,0.0007,-0.4629,8.8637,-6.4696,0,42,0.00,78.74%,Put,03/10/26
"6,900.00",435.13,419.70,14.61%,-0.7933,0.0007,-0.4461,8.7454,-6.4996,"1,312","17,571",0.07,79.22%,Put,03/20/26
"6,905.00",250.40,422.55,14.47%,-0.8052,0.0006,-0.4221,8.3434,-6.1278,0,24,0.00,79.73%,Put,03/10/26
"6,910.00",449.07,425.55,14.34%,-0.8124,0.0066,-0.4042,8.2138,-5.9063,80,483,0.17,80.23%,Put,03/20/26
"6,915.00",374.00,428.50,14.18%,-0.8211,0.0028,-0.3815,7.8790,-5.7998,0,152,0.00,80.77%,Put,03/19/26
"6,920.00",398.65,431.50,14.03%,-0.8291,0.0008,-0.3597,7.5949,-5.6959,0,452,0.00,81.32%,Put,03/19/26
"6,925.00",411.89,434.50,13.86%,-0.8373,0.0016,-0.3381,7.3394,-5.5337,16,"3,393",0.00,81.88%,Put,03/20/26
"6,930.00",404.45,437.60,13.70%,-0.8446,0.0021,-0.3174,7.1072,-5.4141,0,296,0.00,82.44%,Put,03/19/26
"6,935.00",267.44,440.60,13.51%,-0.8526,0.0006,-0.2946,6.8139,-5.3260,0,5,0.00,83.05%,Put,03/05/26
"6,940.00",364.60,443.70,13.32%,-0.8716,0.0005,-0.2593,6.0288,-4.5891,0,270,0.00,83.66%,Put,03/18/26
"6,945.00",344.00,446.65,13.06%,-0.8848,0.0005,-0.2285,5.5032,-4.1968,0,22,0.00,84.40%,Put,03/16/26
"6,950.00",470.89,449.85,12.82%,-0.8942,0.0005,-0.2028,5.1485,-4.0218,3,"7,014",0.00,85.12%,Put,03/20/26
"6,955.00",248.70,452.95,12.54%,-0.9031,0.0005,-0.1761,4.8221,-3.9137,0,20,0.00,85.92%,Put,02/26/26
"6,960.00",276.80,456.25,12.22%,-0.9345,0.0003,-0.1199,3.3397,-2.6181,0,531,0.00,86.78%,Put,03/05/26
"6,965.00",253.88,459.30,11.65%,-0.9514,0.0003,-0.0791,2.5758,-2.1414,0,63,0.00,88.17%,Put,03/04/26
"6,970.00",254.95,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,94,0.00,100.00%,Put,03/04/26
"6,975.00",426.81,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,"1,081",0.00,100.00%,Put,03/19/26
"6,980.00",375.40,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,71,0.00,100.00%,Put,03/12/26
"6,985.00",354.00,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,61,0.00,100.00%,Put,03/16/26
"6,990.00",245.80,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,196,0.00,100.00%,Put,02/26/26
"7,000.00",500.78,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,"13,277","254,965",0.05,100.00%,Put,03/20/26
"7,010.00",518.97,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,20,301,0.07,100.00%,Put,03/20/26
"7,020.00",392.46,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,164,0.00,100.00%,Put,03/09/26
"7,025.00",441.57,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,598,0.00,100.00%,Put,03/19/26
"7,030.00",283.91,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,183,0.00,100.00%,Put,03/02/26
"7,040.00",351.43,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,197,0.00,100.00%,Put,03/05/26
"7,050.00",400.12,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,"5,474",0.00,100.00%,Put,03/16/26
"7,060.00",362.70,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,53,0.00,100.00%,Put,02/17/26
"7,070.00",388.31,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,67,0.00,100.00%,Put,03/17/26
"7,075.00",525.10,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,3,804,0.00,100.00%,Put,03/20/26
"7,080.00",374.05,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,132,0.00,100.00%,Put,03/10/26
"7,090.00",335.10,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,14,0.00,100.00%,Put,02/19/26
"7,100.00",558.95,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,3,"3,657",0.00,100.00%,Put,03/20/26
"7,110.00",334.80,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,55,0.00,100.00%,Put,02/19/26
"7,120.00",355.45,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,51,0.00,100.00%,Put,02/23/26
